Visibility,DATE,Date hour,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyWindSpeed,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageWindSpeed,DailyPrecipitation,HourlyPresentWeatherType,Weather Forecast,HourlyVisibility
Good,1/6/2015 5:48:00 PM,1/6/2015 5:00:00 PM,12,21,,0,,,,,,Clear,10
Good,1/6/2015 5:51:00 PM,1/6/2015 5:00:00 PM,12,21,0.00,0,,,,,,Clear,10
Good,1/6/2015 6:23:00 PM,1/6/2015 6:00:00 PM,11,21,,5,,,,,,Clear,10
Good,1/6/2015 6:51:00 PM,1/6/2015 6:00:00 PM,11,21,0.00,6,,,,,,Clear,10
Good,1/6/2015 7:51:00 PM,1/6/2015 7:00:00 PM,12,21,0.00,8,,,,,,Clear,9
Good,1/6/2015 8:51:00 PM,1/6/2015 8:00:00 PM,13,21,0.00,3,,,,,,Clear,9
Good,1/6/2015 9:51:00 PM,1/6/2015 9:00:00 PM,13,21,0.00,,,,,,,Clear,9
Good,1/6/2015 10:51:00 PM,1/6/2015 10:00:00 PM,13,21,0.00,9,,,,,,Clear,8
Good,1/6/2015 11:51:00 PM,1/6/2015 11:00:00 PM,12,20,0.00,3,,,,,,Clear,9
Good,1/6/2015 11:59:00 PM,1/6/2015 11:00:00 PM,,,,,7,21,4.1,0.05,,Clear,
Good,1/7/2015 12:51:00 AM,1/7/2015 12:00:00 AM,11,20,0.00,5,,,,,,Clear,9
Good,1/7/2015 1:51:00 AM,1/7/2015 1:00:00 AM,10,20,0.00,,,,,,,Clear,10
Good,1/7/2015 2:51:00 AM,1/7/2015 2:00:00 AM,9,20,0.00,7,,,,,,Clear,10
Good,1/7/2015 3:51:00 AM,1/7/2015 3:00:00 AM,9,21,0.00,7,,,,,,Clear,10
Good,1/7/2015 4:51:00 AM,1/7/2015 4:00:00 AM,10,22,0.00,9,,,,,,Clear,10
Good,1/7/2015 5:51:00 AM,1/7/2015 5:00:00 AM,10,21,0.00,,,,,,,Clear,10
Good,1/7/2015 6:51:00 AM,1/7/2015 6:00:00 AM,11,21,0.00,5,,,,,,Clear,10
Good,1/7/2015 7:51:00 AM,1/7/2015 7:00:00 AM,8,21,0.00,14,,,,,,Clear,10
Good,1/7/2015 8:51:00 AM,1/7/2015 8:00:00 AM,5,21,0.00,14,,,,,,Clear,10
Good,1/7/2015 9:51:00 AM,1/7/2015 9:00:00 AM,4,22,0.00,16,,,,,,Clear,10
Good,1/7/2015 10:51:00 AM,1/7/2015 10:00:00 AM,2,23,0.00,14,,,,,,Clear,10
Good,1/7/2015 11:51:00 AM,1/7/2015 11:00:00 AM,1,23,0.00,16,,,,,,Clear,10
Good,1/7/2015 12:51:00 PM,1/7/2015 12:00:00 PM,6,22,0.00,8,,,,,,Clear,10
Good,1/7/2015 1:51:00 PM,1/7/2015 1:00:00 PM,7,23,0.00,16,,,,,,Clear,10
Good,1/7/2015 2:51:00 PM,1/7/2015 2:00:00 PM,2,22,0.00,11,,,,,,Clear,10
Good,1/7/2015 3:51:00 PM,1/7/2015 3:00:00 PM,-2,21,0.00,17,,,,,,Clear,10
Good,1/7/2015 4:51:00 PM,1/7/2015 4:00:00 PM,-11,19,0.00,18,,,,,,Clear,10
Good,1/7/2015 5:51:00 PM,1/7/2015 5:00:00 PM,-9,17,0.00,16,,,,,,Clear,10
Good,1/7/2015 6:51:00 PM,1/7/2015 6:00:00 PM,-10,15,0.00,11,,,,,,Clear,10
Good,1/7/2015 7:51:00 PM,1/7/2015 7:00:00 PM,-13,12,0.00,21,,,,,,Clear,10
Good,1/7/2015 8:51:00 PM,1/7/2015 8:00:00 PM,-11,11,0.00,14,,,,,,Clear,10
Good,1/7/2015 9:51:00 PM,1/7/2015 9:00:00 PM,-11,10,0.00,14,,,,,,Clear,10
Good,1/7/2015 10:51:00 PM,1/7/2015 10:00:00 PM,-11,10,0.00,13,,,,,,Clear,10
Good,1/7/2015 11:51:00 PM,1/7/2015 11:00:00 PM,-12,9,0.00,13,,,,,,Clear,10
Good,1/7/2015 11:59:00 PM,1/7/2015 11:00:00 PM,,,,,1,16,12.7,0,,Clear,
Good,1/8/2015 12:51:00 AM,1/8/2015 12:00:00 AM,-12,9,0.00,9,,,,,,Clear,10
Good,1/8/2015 1:51:00 AM,1/8/2015 1:00:00 AM,-12,8,0.00,11,,,,,,Clear,10
Good,1/8/2015 2:51:00 AM,1/8/2015 2:00:00 AM,-12,8,0.00,14,,,,,,Clear,10
Good,1/8/2015 3:51:00 AM,1/8/2015 3:00:00 AM,-9,8,0.00,10,,,,,,Clear,10
Good,1/8/2015 4:51:00 AM,1/8/2015 4:00:00 AM,-9,8,0.00,14,,,,,,Clear,10
Good,1/8/2015 5:51:00 AM,1/8/2015 5:00:00 AM,-8,9,0.00,9,,,,,,Clear,10
Good,1/8/2015 6:51:00 AM,1/8/2015 6:00:00 AM,-8,9,0.00,11,,,,,,Clear,10
Good,1/8/2015 7:51:00 AM,1/8/2015 7:00:00 AM,-6,9,0.00,6,,,,,,Clear,10
Good,1/8/2015 8:51:00 AM,1/8/2015 8:00:00 AM,-4,11,0.00,7,,,,,,Clear,10
Good,1/8/2015 9:51:00 AM,1/8/2015 9:00:00 AM,-3,13,0.00,9,,,,,,Clear,10
Good,1/8/2015 10:51:00 AM,1/8/2015 10:00:00 AM,-2,16,0.00,5,,,,,,Clear,10
Good,1/8/2015 11:51:00 AM,1/8/2015 11:00:00 AM,-2,18,0.00,,,,,,,Clear,10
Good,1/8/2015 12:51:00 PM,1/8/2015 12:00:00 PM,-1,20,0.00,7,,,,,,Clear,10
Good,1/8/2015 1:51:00 PM,1/8/2015 1:00:00 PM,-1,20,0.00,8,,,,,,Clear,10
Good,1/8/2015 2:51:00 PM,1/8/2015 2:00:00 PM,-1,20,0.00,7,,,,,,Clear,10
Good,1/8/2015 3:51:00 PM,1/8/2015 3:00:00 PM,0,20,0.00,5,,,,,,Clear,10
Good,1/8/2015 4:51:00 PM,1/8/2015 4:00:00 PM,-1,19,0.00,7,,,,,,Clear,10
Good,1/8/2015 5:51:00 PM,1/8/2015 5:00:00 PM,1,18,0.00,,,,,,,Clear,10
Good,1/8/2015 6:51:00 PM,1/8/2015 6:00:00 PM,-1,18,0.00,10,,,,,,Clear,10
Good,1/8/2015 7:51:00 PM,1/8/2015 7:00:00 PM,-2,17,0.00,11,,,,,,Clear,10
Good,1/8/2015 8:51:00 PM,1/8/2015 8:00:00 PM,-3,16,0.00,10,,,,,,Clear,10
Good,1/8/2015 9:51:00 PM,1/8/2015 9:00:00 PM,-3,17,0.00,10,,,,,,Clear,10
Good,1/8/2015 10:51:00 PM,1/8/2015 10:00:00 PM,-1,18,0.00,6,,,,,,Clear,10
Good,1/8/2015 11:51:00 PM,1/8/2015 11:00:00 PM,1,19,0.00,6,,,,,,Clear,10
Good,1/8/2015 11:59:00 PM,1/8/2015 11:00:00 PM,,,,,-3,15,8.8,0,,Clear,
Good,1/9/2015 12:51:00 AM,1/9/2015 12:00:00 AM,2,20,0.00,8,,,,,,Clear,10
Good,1/9/2015 1:51:00 AM,1/9/2015 1:00:00 AM,5,22,0.00,9,,,,,,Clear,10
Good,1/9/2015 2:51:00 AM,1/9/2015 2:00:00 AM,7,23,0.00,,,,,,,Clear,10
Good,1/9/2015 3:51:00 AM,1/9/2015 3:00:00 AM,8,24,0.00,3,,,,,,Clear,10
Good,1/9/2015 4:51:00 AM,1/9/2015 4:00:00 AM,8,25,0.00,9,,,,,,Clear,10
Good,1/9/2015 5:51:00 AM,1/9/2015 5:00:00 AM,7,25,0.00,16,,,,,,Clear,10
Moderate,1/9/2015 6:45:00 AM,1/9/2015 6:00:00 AM,9,25,T,7,,,,,-SN:03 |SN |,Light Snow,2.5
Poor,1/9/2015 6:49:00 AM,1/9/2015 6:00:00 AM,10,25,,11,,,,,-SN:03 |SN |,Light Snow,1.25
Poor,1/9/2015 6:51:00 AM,1/9/2015 6:00:00 AM,12,24,T,,,,,,-SN:03 |SN |,Light Snow,1
Fog,1/9/2015 7:00:00 AM,1/9/2015 7:00:00 AM,15,23,T,8,,,,,+SN:03 |SN s |,Heavy Snow,0.25
Fog,1/9/2015 7:12:00 AM,1/9/2015 7:00:00 AM,17,22,0.01,3,,,,,+SN:03 |SN s |,Heavy Snow,0.25
Poor,1/9/2015 7:38:00 AM,1/9/2015 7:00:00 AM,17,23,0.03,10,,,,,-SN:03 |SN |,Light Snow,1
Fog,1/9/2015 7:45:00 AM,1/9/2015 7:00:00 AM,18,23,0.03,6,,,,,-SN:03 |SN |,Light Snow,0.75
Fog,1/9/2015 7:51:00 AM,1/9/2015 7:00:00 AM,17,23,0.04,5,,,,,-SN:03 |SN |,Light Snow,0.75
Fog,1/9/2015 8:02:00 AM,1/9/2015 8:00:00 AM,17,23,0.01,11,,,,,SN:03 |SN s |,Moderate Snow,0.5
Fog,1/9/2015 8:24:00 AM,1/9/2015 8:00:00 AM,18,23,0.03,6,,,,,+SN:03 |SN s |,Heavy Snow,0.25
Fog,1/9/2015 8:36:00 AM,1/9/2015 8:00:00 AM,18,23,0.03,13,,,,,+SN:03 |SN s |,Heavy Snow,0.25
Poor,1/9/2015 8:48:00 AM,1/9/2015 8:00:00 AM,18,23,0.04,10,,,,,-SN:03 |SN |,Light Snow,1.25
Poor,1/9/2015 8:51:00 AM,1/9/2015 8:00:00 AM,17,23,0.03,11,,,,,-SN:03 |SN |,Light Snow,1.25
Moderate,1/9/2015 9:06:00 AM,1/9/2015 9:00:00 AM,17,24,T,6,,,,,-SN:03 |SN |,Light Snow,3
Good,1/9/2015 9:51:00 AM,1/9/2015 9:00:00 AM,16,25,T,11,,,,,HZ:7 |FU |HZ,Fog,6
Good,1/9/2015 10:51:00 AM,1/9/2015 10:00:00 AM,14,26,0.00,5,,,,,,Clear,10
Good,1/9/2015 11:51:00 AM,1/9/2015 11:00:00 AM,12,29,0.00,9,,,,,,Clear,10
Good,1/9/2015 12:51:00 PM,1/9/2015 12:00:00 PM,10,31,0.00,8,,,,,,Clear,10
Good,1/9/2015 1:51:00 PM,1/9/2015 1:00:00 PM,9,33,0.00,5,,,,,,Clear,10
Good,1/9/2015 2:51:00 PM,1/9/2015 2:00:00 PM,9,32,0.00,8,,,,,,Clear,10
Good,1/9/2015 3:51:00 PM,1/9/2015 3:00:00 PM,9,32,0.00,8,,,,,,Clear,10
Good,1/9/2015 4:51:00 PM,1/9/2015 4:00:00 PM,9,31,0.00,8,,,,,,Clear,10
Good,1/9/2015 5:51:00 PM,1/9/2015 5:00:00 PM,10,31,0.00,5,,,,,,Clear,10
Good,1/9/2015 6:51:00 PM,1/9/2015 6:00:00 PM,8,30,0.00,,,,,,,Clear,10
Good,1/9/2015 7:51:00 PM,1/9/2015 7:00:00 PM,9,29,0.00,11,,,,,,Clear,10
Good,1/9/2015 8:51:00 PM,1/9/2015 8:00:00 PM,5,27,0.00,17,,,,,,Clear,10
Good,1/9/2015 9:51:00 PM,1/9/2015 9:00:00 PM,2,26,0.00,,,,,,,Clear,10
Good,1/9/2015 10:51:00 PM,1/9/2015 10:00:00 PM,1,25,0.00,7,,,,,,Clear,10
Good,1/9/2015 11:51:00 PM,1/9/2015 11:00:00 PM,1,23,0.00,11,,,,,,Clear,10
Good,1/9/2015 11:59:00 PM,1/9/2015 11:00:00 PM,,,,,9,26,8.8,0.07,,Clear,
Good,1/10/2015 12:51:00 AM,1/10/2015 12:00:00 AM,0,23,0.00,9,,,,,,Clear,10
Good,1/10/2015 1:51:00 AM,1/10/2015 1:00:00 AM,1,22,0.00,8,,,,,,Clear,10
Good,1/10/2015 2:51:00 AM,1/10/2015 2:00:00 AM,1,20,0.00,5,,,,,,Clear,10
Good,1/10/2015 3:51:00 AM,1/10/2015 3:00:00 AM,0,20,0.00,9,,,,,,Clear,10
Good,1/10/2015 4:51:00 AM,1/10/2015 4:00:00 AM,1,19,0.00,8,,,,,,Clear,10
Good,1/10/2015 5:51:00 AM,1/10/2015 5:00:00 AM,0,18,0.00,10,,,,,,Clear,10
Good,1/10/2015 6:51:00 AM,1/10/2015 6:00:00 AM,-1,17,0.00,9,,,,,,Clear,10
Good,1/10/2015 7:51:00 AM,1/10/2015 7:00:00 AM,-2,16,0.00,11,,,,,,Clear,10
Good,1/10/2015 8:51:00 AM,1/10/2015 8:00:00 AM,-2,16,0.00,6,,,,,,Clear,10
Good,1/10/2015 9:51:00 AM,1/10/2015 9:00:00 AM,-3,17,0.00,8,,,,,,Clear,10
Good,1/10/2015 10:51:00 AM,1/10/2015 10:00:00 AM,-4,18,0.00,9,,,,,,Clear,10
Good,1/10/2015 11:51:00 AM,1/10/2015 11:00:00 AM,-4,19,0.00,9,,,,,,Clear,10
Good,1/10/2015 12:51:00 PM,1/10/2015 12:00:00 PM,-3,20,0.00,10,,,,,,Clear,10
Good,1/10/2015 1:51:00 PM,1/10/2015 1:00:00 PM,-1,22,0.00,7,,,,,,Clear,10
Good,1/10/2015 2:51:00 PM,1/10/2015 2:00:00 PM,-1,23,0.00,3,,,,,,Clear,10
Good,1/10/2015 3:51:00 PM,1/10/2015 3:00:00 PM,-2,23,0.00,6,,,,,,Clear,10
Good,1/10/2015 4:51:00 PM,1/10/2015 4:00:00 PM,-2,22,0.00,8,,,,,,Clear,10
Good,1/10/2015 5:51:00 PM,1/10/2015 5:00:00 PM,-2,21,0.00,,,,,,,Clear,10
Good,1/10/2015 6:51:00 PM,1/10/2015 6:00:00 PM,-1,20,0.00,6,,,,,,Clear,10
Good,1/10/2015 7:51:00 PM,1/10/2015 7:00:00 PM,-2,20,0.00,10,,,,,,Clear,10
Good,1/10/2015 8:51:00 PM,1/10/2015 8:00:00 PM,-1,20,0.00,8,,,,,,Clear,10
Good,1/10/2015 9:51:00 PM,1/10/2015 9:00:00 PM,0,19,0.00,7,,,,,,Clear,10
Good,1/10/2015 10:51:00 PM,1/10/2015 10:00:00 PM,-1,19,0.00,8,,,,,,Clear,10
Good,1/10/2015 11:51:00 PM,1/10/2015 11:00:00 PM,-1,19,0.00,9,,,,,,Clear,10
Good,1/10/2015 11:59:00 PM,1/10/2015 11:00:00 PM,,,,,0,20,8.1,0,,Clear,
Good,1/11/2015 12:51:00 AM,1/11/2015 12:00:00 AM,-1,18,0.00,6,,,,,,Clear,10
Good,1/11/2015 1:51:00 AM,1/11/2015 1:00:00 AM,-1,19,0.00,3,,,,,,Clear,10
Good,1/11/2015 2:51:00 AM,1/11/2015 2:00:00 AM,0,20,0.00,6,,,,,,Clear,10
Good,1/11/2015 3:51:00 AM,1/11/2015 3:00:00 AM,-1,20,0.00,8,,,,,,Clear,10
Good,1/11/2015 4:51:00 AM,1/11/2015 4:00:00 AM,-1,20,0.00,5,,,,,,Clear,10
Good,1/11/2015 5:51:00 AM,1/11/2015 5:00:00 AM,-1,21,0.00,6,,,,,,Clear,10
Good,1/11/2015 6:51:00 AM,1/11/2015 6:00:00 AM,-1,22,0.00,5,,,,,,Clear,10
Good,1/11/2015 7:51:00 AM,1/11/2015 7:00:00 AM,-1,22,0.00,3,,,,,,Clear,10
Good,1/11/2015 8:51:00 AM,1/11/2015 8:00:00 AM,0,24,0.00,0,,,,,,Clear,10
Good,1/11/2015 9:51:00 AM,1/11/2015 9:00:00 AM,1,27,0.00,5,,,,,,Clear,10
Good,1/11/2015 10:51:00 AM,1/11/2015 10:00:00 AM,4,28,0.00,7,,,,,,Clear,10
Good,1/11/2015 11:51:00 AM,1/11/2015 11:00:00 AM,6,30,0.00,6,,,,,,Clear,10
Good,1/11/2015 12:51:00 PM,1/11/2015 12:00:00 PM,9,31,0.00,6,,,,,,Clear,10
Good,1/11/2015 1:51:00 PM,1/11/2015 1:00:00 PM,10,33,0.00,6,,,,,,Clear,10
Good,1/11/2015 2:51:00 PM,1/11/2015 2:00:00 PM,10,36,0.00,9,,,,,,Clear,10
Good,1/11/2015 3:51:00 PM,1/11/2015 3:00:00 PM,11,37,0.00,3,,,,,,Clear,10
Good,1/11/2015 4:51:00 PM,1/11/2015 4:00:00 PM,11,37,0.00,11,,,,,,Clear,10
Good,1/11/2015 5:51:00 PM,1/11/2015 5:00:00 PM,12,37,0.00,6,,,,,,Clear,10
Good,1/11/2015 6:51:00 PM,1/11/2015 6:00:00 PM,10,37,0.00,8,,,,,,Clear,10
Good,1/11/2015 7:51:00 PM,1/11/2015 7:00:00 PM,9,37,0.00,,,,,,,Clear,10
Good,1/11/2015 8:51:00 PM,1/11/2015 8:00:00 PM,9,37,0.00,10,,,,,,Clear,10
Good,1/11/2015 9:51:00 PM,1/11/2015 9:00:00 PM,11,37,0.00,7,,,,,,Clear,10
Good,1/11/2015 10:51:00 PM,1/11/2015 10:00:00 PM,13,37,0.00,6,,,,,,Clear,10
Good,1/11/2015 11:51:00 PM,1/11/2015 11:00:00 PM,14,37,0.00,7,,,,,,Clear,10
Good,1/11/2015 11:59:00 PM,1/11/2015 11:00:00 PM,,,,,6,28,6,0,,Clear,
Good,1/12/2015 12:51:00 AM,1/12/2015 12:00:00 AM,13,37,0.00,7,,,,,,Clear,10
Good,1/12/2015 1:51:00 AM,1/12/2015 1:00:00 AM,15,37,0.00,7,,,,,,Clear,10
Good,1/12/2015 2:51:00 AM,1/12/2015 2:00:00 AM,16,37,T,0,,,,,UP:09 ||,Clear,10
Good,1/12/2015 3:51:00 AM,1/12/2015 3:00:00 AM,18,36,T,3,,,,,,Clear,10
Good,1/12/2015 4:51:00 AM,1/12/2015 4:00:00 AM,21,36,T,6,,,,,UP:09 ||,Clear,10
Good,1/12/2015 5:51:00 AM,1/12/2015 5:00:00 AM,21,37,0.01,9,,,,,,Clear,10
Good,1/12/2015 6:51:00 AM,1/12/2015 6:00:00 AM,23,36,T,3,,,,,,Clear,10
Good,1/12/2015 7:25:00 AM,1/12/2015 7:00:00 AM,22,37,,5,,,,,,Clear,10
Good,1/12/2015 7:51:00 AM,1/12/2015 7:00:00 AM,23,37,T,3,,,,,UP:09 ||,Clear,9
Moderate,1/12/2015 8:51:00 AM,1/12/2015 8:00:00 AM,27,35,0.01,3,,,,,UP:09 ||,Clear,4
Moderate,1/12/2015 9:43:00 AM,1/12/2015 9:00:00 AM,30,35,0.02,3,,,,,UP:09 ||,Clear,3
Moderate,1/12/2015 9:51:00 AM,1/12/2015 9:00:00 AM,31,35,0.02,0,,,,,UP:09 BR:1 ||,Fog,3
Moderate,1/12/2015 10:16:00 AM,1/12/2015 10:00:00 AM,32,36,0.02,5,,,,,-RA:02 BR:1 |RA |,Light Rain,2.5
Poor,1/12/2015 10:42:00 AM,1/12/2015 10:00:00 AM,33,37,0.03,0,,,,,UP:09 BR:1 ||,Fog,1.75
Poor,1/12/2015 10:49:00 AM,1/12/2015 10:00:00 AM,34,37,,0,,,,,UP:09 BR:1 ||,Fog,2
Moderate,1/12/2015 10:51:00 AM,1/12/2015 10:00:00 AM,33,37,0.04,0,,,,,UP:09 BR:1 ||,Fog,2.5
Poor,1/12/2015 11:08:00 AM,1/12/2015 11:00:00 AM,33,37,,3,,,,,UP:09 BR:1 ||,Fog,1.75
Poor,1/12/2015 11:51:00 AM,1/12/2015 11:00:00 AM,33,37,0.04,0,,,,,-RA:02 BR:1 |RA |,Light Rain,1
Fog,1/12/2015 12:04:00 PM,1/12/2015 12:00:00 PM,34,37,0.02,0,,,,,-RA:02 BR:1 |RA |,Light Rain,0.75
Poor,1/12/2015 12:38:00 PM,1/12/2015 12:00:00 PM,35,38,0.05,3,,,,,-RA:02 BR:1 |RA |,Light Rain,1
Poor,1/12/2015 12:48:00 PM,1/12/2015 12:00:00 PM,34,37,0.06,5,,,,,-RA:02 BR:1 |RA |,Light Rain,1.75
Poor,1/12/2015 12:49:00 PM,1/12/2015 12:00:00 PM,34,37,,6,,,,,-RA:02 BR:1 |RA |,Light Rain,2
Poor,1/12/2015 12:51:00 PM,1/12/2015 12:00:00 PM,34,37,0.06,5,,,,,RA:02 BR:1 |RA |,Moderate Rain,2
Moderate,1/12/2015 1:14:00 PM,1/12/2015 1:00:00 PM,33,36,0.03,7,,,,,-RA:02 BR:1 |RA |,Light Rain,2.5
Moderate,1/12/2015 1:49:00 PM,1/12/2015 1:00:00 PM,32,36,,0,,,,,-RA:02 BR:1 |RA |,Light Rain,2.5
Moderate,1/12/2015 1:51:00 PM,1/12/2015 1:00:00 PM,33,36,0.06,3,,,,,-RA:02 BR:1 |RA |,Light Rain,2.5
Poor,1/12/2015 2:09:00 PM,1/12/2015 2:00:00 PM,34,37,0.02,0,,,,,-RA:02 BR:1 |RA |,Light Rain,1.75
Poor,1/12/2015 2:43:00 PM,1/12/2015 2:00:00 PM,34,38,0.05,0,,,,,-RA:02 BR:1 |RA |,Light Rain,2
Poor,1/12/2015 2:49:00 PM,1/12/2015 2:00:00 PM,34,37,,5,,,,,-RA:02 BR:1 |RA |,Light Rain,2
Moderate,1/12/2015 2:51:00 PM,1/12/2015 2:00:00 PM,34,38,0.06,5,,,,,-RA:02 BR:1 |RA |,Light Rain,2.5
Poor,1/12/2015 3:08:00 PM,1/12/2015 3:00:00 PM,34,37,0.03,0,,,,,RA:02 BR:1 |RA |,Moderate Rain,1.25
Poor,1/12/2015 3:27:00 PM,1/12/2015 3:00:00 PM,35,38,0.05,0,,,,,-RA:02 BR:1 |RA |,Light Rain,2
Poor,1/12/2015 3:33:00 PM,1/12/2015 3:00:00 PM,35,38,0.06,5,,,,,BR:1 ||,Clear,2
Moderate,1/12/2015 3:44:00 PM,1/12/2015 3:00:00 PM,34,38,0.06,5,,,,,BR:1 ||,Clear,3
Moderate,1/12/2015 3:49:00 PM,1/12/2015 3:00:00 PM,34,37,,3,,,,,BR:1 ||,Clear,2.5
Moderate,1/12/2015 3:51:00 PM,1/12/2015 3:00:00 PM,34,38,0.05,3,,,,,BR:1 ||,Clear,2.5
Poor,1/12/2015 3:58:00 PM,1/12/2015 3:00:00 PM,34,38,,5,,,,,BR:1 ||,Clear,1.75
Moderate,1/12/2015 4:22:00 PM,1/12/2015 4:00:00 PM,34,37,,3,,,,,BR:1 ||,Clear,3
Moderate,1/12/2015 4:26:00 PM,1/12/2015 4:00:00 PM,35,37,,0,,,,,BR:1 ||,Clear,2.5
Poor,1/12/2015 4:35:00 PM,1/12/2015 4:00:00 PM,35,37,T,3,,,,,UP:09 BR:1 ||,Fog,1.5
Moderate,1/12/2015 4:40:00 PM,1/12/2015 4:00:00 PM,34,38,T,3,,,,,BR:1 ||,Clear,3
Good,1/12/2015 4:51:00 PM,1/12/2015 4:00:00 PM,34,38,T,0,,,,,BR:1 ||,Clear,6
Good,1/12/2015 5:22:00 PM,1/12/2015 5:00:00 PM,34,38,,3,,,,,BR:1 ||,Clear,6
Good,1/12/2015 5:51:00 PM,1/12/2015 5:00:00 PM,34,38,0.00,0,,,,,BR:1 ||,Clear,6
Moderate,1/12/2015 6:14:00 PM,1/12/2015 6:00:00 PM,34,38,,7,,,,,BR:1 ||,Clear,5
Moderate,1/12/2015 6:51:00 PM,1/12/2015 6:00:00 PM,34,38,0.00,0,,,,,BR:1 ||,Clear,5
Good,1/12/2015 7:51:00 PM,1/12/2015 7:00:00 PM,34,38,0.00,5,,,,,,Clear,9
Good,1/12/2015 8:51:00 PM,1/12/2015 8:00:00 PM,33,38,0.00,8,,,,,,Clear,10
Good,1/12/2015 9:51:00 PM,1/12/2015 9:00:00 PM,33,37,0.01,7,,,,,UP:09 ||,Clear,7
Good,1/12/2015 10:44:00 PM,1/12/2015 10:00:00 PM,32,37,T,7,,,,,,Clear,9
Good,1/12/2015 10:51:00 PM,1/12/2015 10:00:00 PM,32,37,0.00,8,,,,,,Clear,10
Good,1/12/2015 11:51:00 PM,1/12/2015 11:00:00 PM,31,36,0.00,7,,,,,,Clear,10
Good,1/12/2015 11:59:00 PM,1/12/2015 11:00:00 PM,,,,,28,37,3.9,0.36,,Clear,
Good,1/13/2015 12:51:00 AM,1/13/2015 12:00:00 AM,31,36,0.00,6,,,,,,Clear,10
Good,1/13/2015 1:10:00 AM,1/13/2015 1:00:00 AM,30,36,,5,,,,,,Clear,10
Good,1/13/2015 1:49:00 AM,1/13/2015 1:00:00 AM,28,36,,10,,,,,,Clear,10
Good,1/13/2015 1:51:00 AM,1/13/2015 1:00:00 AM,29,36,0.00,10,,,,,,Clear,10
Good,1/13/2015 2:05:00 AM,1/13/2015 2:00:00 AM,29,36,,5,,,,,,Clear,10
Good,1/13/2015 2:51:00 AM,1/13/2015 2:00:00 AM,26,35,0.00,10,,,,,,Clear,10
Good,1/13/2015 3:51:00 AM,1/13/2015 3:00:00 AM,25,35,0.00,6,,,,,,Clear,10
Good,1/13/2015 4:51:00 AM,1/13/2015 4:00:00 AM,23,35,0.00,7,,,,,,Clear,10
Good,1/13/2015 5:51:00 AM,1/13/2015 5:00:00 AM,19,33,0.00,8,,,,,,Clear,10
Good,1/13/2015 6:49:00 AM,1/13/2015 6:00:00 AM,18,30,,7,,,,,,Clear,10
Good,1/13/2015 6:51:00 AM,1/13/2015 6:00:00 AM,18,31,0.00,6,,,,,,Clear,10
Good,1/13/2015 7:02:00 AM,1/13/2015 7:00:00 AM,18,30,,10,,,,,,Clear,10
Good,1/13/2015 7:51:00 AM,1/13/2015 7:00:00 AM,17,29,0.00,11,,,,,,Clear,10
Good,1/13/2015 8:51:00 AM,1/13/2015 8:00:00 AM,16,27,0.00,8,,,,,,Clear,10
Good,1/13/2015 9:51:00 AM,1/13/2015 9:00:00 AM,12,25,0.00,16,,,,,,Clear,10
Good,1/13/2015 10:51:00 AM,1/13/2015 10:00:00 AM,9,24,0.00,13,,,,,,Clear,10
Good,1/13/2015 11:51:00 AM,1/13/2015 11:00:00 AM,5,24,0.00,10,,,,,,Clear,10
Good,1/13/2015 12:51:00 PM,1/13/2015 12:00:00 PM,5,25,0.00,,,,,,,Clear,10
Good,1/13/2015 1:51:00 PM,1/13/2015 1:00:00 PM,4,24,0.00,0,,,,,,Clear,10
Good,1/13/2015 2:51:00 PM,1/13/2015 2:00:00 PM,2,23,0.00,9,,,,,,Clear,10
Good,1/13/2015 3:51:00 PM,1/13/2015 3:00:00 PM,4,22,0.00,9,,,,,,Clear,10
Good,1/13/2015 4:51:00 PM,1/13/2015 4:00:00 PM,3,21,0.00,9,,,,,,Clear,10
Good,1/13/2015 5:51:00 PM,1/13/2015 5:00:00 PM,2,20,0.00,14,,,,,,Clear,10
Good,1/13/2015 6:51:00 PM,1/13/2015 6:00:00 PM,4,19,0.00,7,,,,,,Clear,10
Good,1/13/2015 7:51:00 PM,1/13/2015 7:00:00 PM,3,19,0.00,8,,,,,,Clear,10
Good,1/13/2015 8:51:00 PM,1/13/2015 8:00:00 PM,4,19,0.00,8,,,,,,Clear,10
Good,1/13/2015 9:51:00 PM,1/13/2015 9:00:00 PM,4,18,0.00,7,,,,,,Clear,10
Good,1/13/2015 10:51:00 PM,1/13/2015 10:00:00 PM,2,17,0.00,7,,,,,,Clear,10
Good,1/13/2015 11:51:00 PM,1/13/2015 11:00:00 PM,2,17,0.00,8,,,,,,Clear,10
Good,1/13/2015 11:59:00 PM,1/13/2015 11:00:00 PM,,,,,11,27,8.6,0,,Clear,
Good,1/14/2015 12:51:00 AM,1/14/2015 12:00:00 AM,2,17,0.00,6,,,,,,Clear,10
Good,1/14/2015 1:51:00 AM,1/14/2015 1:00:00 AM,3,17,0.00,9,,,,,,Clear,10
Good,1/14/2015 2:51:00 AM,1/14/2015 2:00:00 AM,3,18,0.00,8,,,,,,Clear,10
Good,1/14/2015 3:51:00 AM,1/14/2015 3:00:00 AM,4,17,0.00,9,,,,,,Clear,10
Good,1/14/2015 4:51:00 AM,1/14/2015 4:00:00 AM,3,18,0.00,6,,,,,,Clear,10
